,ACTIVITY DESC,lon,lat
19141,BUSINESS TAX EXEMPT - NON PROFIT,-117.081276,32.792107
19142,ALL OTH HEALTH PRACTITIONERS' OFFICES,-117.09011,32.907684
19143,GRAPHIC DESIGN SERVICES,-117.13191,32.94469
19144,BEAUTY SHOPS - BOOTH RENTAL,-117.09232,32.749546
19145,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.177345,33.352104
19146,ALL OTHER AMUSEMENT & RECREATION INDUSTRIES,-117.20104,32.807335
19147,OTHER BUSINESS SERVICES,-117.11475,32.765877
19148,ARCHITECTURAL SERVICES,-117.13204,32.72263
19149,ALL OTHER PERSONAL SERVICES,-117.089066,32.933105
19150,JEWELRY STORES,-117.16046,32.832676
19151,OTHER GROCERY & RELATED PRODUCTS WHSLE,-117.097374,32.749577
19152,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.125114,32.964058
19153,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.13121,32.915115
19154,INDIVIDUAL & FAMILY SERVICES,-117.24066,32.948536
19155,NAIL SALONS - BOOTH RENTAL,-117.25186,32.797443
19156,BEAUTY SALONS,-117.145164,32.912685
19157,USED MERCHANDISE STORES,-117.17006,32.786964
19158,OTHER MISCELLANEOUS STORE RETAILERS,-117.17006,32.786964
19159,MISCELLANEOUS STORE RETAILERS,-117.10611,32.749664
19160,NAIL SALONS - BOOTH RENTAL,-117.188644,32.83446
19161,BEAUTY SALONS,-117.11529,32.903435
19162,ALL OTHER PERSONAL SERVICES,-117.044754,32.952995
19163,LIMITED-SERVICE EATING PLACES,-117.14088,32.894527
19164,PAINTING & WALL COVERING CONTRACTORS,-117.155815,32.9091
19165,TAXI SERVICE,-117.2169,32.755512
19166,LEGAL SERVICES,-117.15668,32.77089
19167,"SEWING, NEEDLEWORK & PIECE GOODS STORES",-117.12712,32.73806
19168,BEAUTY SHOPS - BOOTH RENTAL,-117.07562,33.01805
19169,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.22253,32.8076
19170,BEAUTY SHOPS - BOOTH RENTAL,-117.13017,32.729015
19171,ALL OTHER PERSONAL SERVICES,-117.12196,32.716938
19172,ALL OTHER MISCELLANEOUS SCHOOLS & INSTRUCTION,-117.12172,32.922085
19173,OTHER ACCOUNTING SERVICES,-117.25504,33.09465
19174,CUSTOM COMPUTER PROGRAMMING SERVICES,-117.132675,32.762344
19175,OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,-117.13017,32.7576
19176,TRAVEL AGENCIES,-117.08391,33.003662
19177,OTHER PERSONAL CARE SERVICES,-117.24681,32.741665
19178,OTHER PERSONAL SERVICES,-117.07634,32.792416
19179,YOGA INSTRUCTOR,-117.24802,32.74627
19180,MANUFACTURING,-117.187836,32.966755
19181,FINE ARTS SCHOOLS,-117.146645,32.733086
19182,BUSINESS TAX EXEMPT - SMALL FAMILY DAYCARE,-117.190216,32.805523
19183,OTHER PERSONAL SERVICES,-117.04898,33.152905
19184,OFFICE ADMINISTRATIVE SERVICES,-117.216225,32.897137
19185,OTHER MANAGEMENT CONSULTING SERVICES,-117.086624,33.00831
19186,EDUCATIONAL SUPPORT SERVICES,-117.05875,32.66741
19187,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.084045,33.003902
19188,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.161026,32.717804
19189,OTHER GROCERY & RELATED PRODUCTS WHSLE,-117.095375,33.15048
19190,OTHER GROCERY & RELATED PRODUCTS WHSLE,-117.122856,32.893787
19191,NAIL SALONS,-117.130165,32.752583
19192,OFFICES OF REAL ESTATE AGENTS & BROKERS,-117.13988,32.954266
19193,AGENTS/MANAGERS FOR ARTISTS & OTH PUBLIC FIGU,-117.13465,32.746845
19194,"PLUMBING, HEATING & AC CONTRACTOR",-116.40056,33.821846
19195,GRAPHIC DESIGN SERVICES,-117.16989,32.738594
19196,OTHER DIRECT SELLING ESTABLISHMENTS,-117.02025,32.76831
19197,ALL OTHER SCHOOLS & INSTRUCTION,-117.11383,32.910927
19198,EDUCATIONAL SERVICES,-117.20111,32.85211
19199,CHILD DAY CARE SERVICES,-117.073784,32.98352
19200,EDUCATIONAL SERVICES,-117.037994,32.80432
19201,EDUCATIONAL SERVICES,-117.10912,32.951206
19202,SPORTS & RECREATION INSTRUCTION,-117.14507,32.92322
19203,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.18316,32.802223
19204,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.25206,32.782017
19205,OTHER PLASTICS PRODUCT MFG,-117.15212,32.893856
19206,"PERFORM ARTS, SPECTATOR SPORTS & RELATED IND",-117.134674,32.833294
19207,"MACH SHOPS, TURN PROD, SCREW, NUT, BOLT MFG",-117.144806,32.926117
19208,FULL-SERVICE RESTAURANTS,-117.169174,32.72075
19209,MUSICAL GROUPS & ARTISTS,-117.139595,32.951176
19210,OTHER DIRECT SELLING ESTABLISHMENTS,-117.06448,33.05144
19211,APPAREL MANUFACTURING,-117.24817,32.75203
19212,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.34031,33.16283
19213,REAL ESTATE CREDIT,-117.202644,32.99463
19214,APPAREL MANUFACTURING,-117.16577,32.881207
19215,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.12786,32.897045
19216,OTHER MISCELLANEOUS STORE RETAILERS,-117.15548,32.885647
19217,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.03928,32.75634
19218,BEAUTY SALONS,-117.13773,32.70636
19219,PERSONAL & HOUSEHOLD GOODS R&M,-117.20693,32.86906
19220,MOBILE FOOD SERVICES,-117.11,32.67229
19221,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.12304,32.812603
19222,ROAD TRANSPORTATION SUPPORT ACTIVITIES,-117.18987,32.817646
19223,JANITORIAL SERVICES,-117.07459,32.80736
19224,JANITORIAL SERVICES,-117.22918,32.728188
19225,"PIECE GOODS, NOTIONS & OTHER DRY GOODS WHSLE",-117.23031,32.8266
19226,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.11033,32.830418
19227,OTH TRANSIT & GROUND PASSENGER TRANSPORTATION,-117.12294,32.792885
19228,OTHER PERSONAL CARE SERVICES,-117.241425,32.79967
19229,"HAIR, NAIL & SKIN CARE SERVICES",-117.17146,32.748947
19230,OTHER MANAGEMENT CONSULTING SERVICES,-117.196266,32.79909
19231,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.03719,32.572918
19232,OTHER TELECOMMUNICATIONS,-117.03304,32.732845
19233,CLOTHING STORES,-117.08493,32.723804
19234,DIRECT SELLING ESTABLISHMENTS,-117.110146,32.914684
19235,GLASS & GLAZING CONTRACTORS,-117.088356,32.80244
19236,"BEER, WINE & LIQUOR STORES",-117.03785,32.67632
19237,OTHER PERSONAL SERVICES,-117.10032,32.785015
19238,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.054276,32.809204
19239,MUSICAL GROUPS & ARTISTS,-117.224915,32.864265
19240,MISCELLANEOUS MFG,-117.86506,33.711277
19241,SPECIALIZED DESIGN SERVICES,-117.15914,32.7199
19242,OTHER PERSONAL SERVICES,-117.04103,32.798676
19243,MANAGEMENT CONSULTING SERVICES,-117.06406,32.90221
19244,ENVIRONMENTAL CONSULTING SERVICES,-117.32627,33.12824
19245,OTHER PERSONAL SERVICES,-117.04813,32.797874
19246,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.23086,32.82441
19247,BEAUTY SHOPS - BOOTH RENTAL,-117.12977,32.95588
19248,"APPAREL, PIECE GOODS & NOTIONS WHSLE",-117.229546,32.82549
19249,ALL OTHER GENERAL MERCHANDISE STORES,-117.14532,32.832798
19250,PHOTOGRAPHIC SERVICES,-117.00448,32.830486
19251,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.10992,32.91195
19252,CONCRETE CONTRACTORS,-117.89367,33.85469
19253,TAXI & LIMOUSINE SERVICE,-117.257866,32.805027
19254,SERVICES TO BUILDINGS & DWELLINGS,-117.2314,32.749363
19255,MULTIFAMILY HOUSING CONSTRUCTION,-117.17517,32.67732
19256,ALL OTHER SPECIAL TRADE CONTRACTORS,-116.93284,32.83531
19257,DANCE INSTRUCTOR,-117.018585,32.980385
19258,PERSONAL CARE SERVICES,-117.04828,32.793537
19259,APPAREL ACCESSORIES & OTHER APPAREL MFG,-117.23281,32.939682
19260,BEAUTY SALONS,-117.22236,32.835747
19261,MASSAGE PARLORS,-117.153244,32.831234
19262,"GIFT, NOVELTY & SOUVENIR STORES",-117.24812,32.746353
19263,ENGINEERING SERVICES,-117.15465,32.708885
19264,CONSULTING SERVICES,-117.1218,32.82387
19265,SPECIAL TRADE CONTRACTORS,-117.13088,32.83856
19266,OTHER WOOD PRODUCT MFG,-117.13088,32.83856
19267,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.1909,33.14608
19268,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.15781,32.832687
19269,"TILE, MARBLE, TERRAZZO & MOSAIC CONTRACTORS",-117.202515,32.76906
19270,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.027336,32.7641
19271,OTHER MISCELLANEOUS STORE RETAILERS,-117.15654,32.70431
19272,OFFICES OF PHYSICIANS,-117.172,32.737812
19273,PRINTING & RELATED SUPPORT ACTIVITIES,-117.135506,32.830135
19274,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.15314,32.81194
19275,NONSTORE RETAILERS,-116.994225,32.71885
19276,OTHER PERSONAL CARE SERVICES,-117.23432,32.79918
19277,NAIL SALONS,-117.12054,32.916466
19278,ADMINISTRATIVE & SUPPORT SERVICES,-117.22418,32.819675
19279,FLOOR LAYING & OTHER FLOOR CONTRACTORS,-117.7321,34.042583
19280,OFFICE SUPPLIES & STATIONERY STORES,-117.253395,32.79702
19281,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-116.333954,32.611984
19282,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.199,32.83846
19283,GRAPHIC DESIGN SERVICES,-117.23111,32.796825
19284,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.219,32.74915
19285,SWAP MEET VENDOR,-117.08641,32.576492
19286,REAL ESTATE PROPERTY MANAGERS,-117.06322,32.999863
19287,COURIERS,-117.138664,32.922016
19288,OTHER SUPPORT SERVICES,-117.11219,32.91383
19289,CONSTRUCTION,-117.21401,32.848824
19290,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.81003,33.71288
19291,BEAUTY SHOPS - BOOTH RENTAL,-117.1057,32.76323
19292,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.08132,32.59876
19293,PAINTING & WALL COVERING CONTRACTORS,-117.22612,32.847473
19294,FURNITURE STORES,-117.17159,32.729145
19295,ADMIN & GEN MANAGEMENT CONSULTING SERVICES,-117.097694,32.967907
19296,"WHOLESALE TRADE, DURABLE GOODS",-116.765656,32.837257
19297,JANITORIAL SERVICES,-117.08746,32.744568
19298,OTHER SUPPORT SERVICES,-117.004425,32.77116
19299,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.16967,32.84093
19300,MANAGEMENT CONSULTING SERVICES,-117.16967,32.84093
19301,CONSULTING SERVICES,-117.159706,32.71677
19302,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,-117.12031,32.830853
19303,OTHER SPECIALIZED DESIGN SERVICES,-117.140076,32.757687
19304,"PLUMBING, HEATING & AC CONTRACTOR",-117.84871,33.80435
19305,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.03879,32.75053
19306,EDUCATIONAL SUPPORT SERVICES,-117.136795,32.8314
19307,ELECTRONIC & PRECISION EQUIPMENT R&M,-116.39794,32.68535
19308,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.13464,32.944775
19309,SPECIALIZED DESIGN SERVICES,-116.991936,32.787678
19310,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.21232,32.738594
19311,MUSICAL GROUPS & ARTISTS,-117.09801,32.70231
19312,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.153946,32.826633
19313,OTHER FINANCIAL INVESTMENT ACTIVITIES,-117.23989,32.949596
19314,JANITORIAL SERVICES,-117.14705,32.7733
19315,REMEDIATION SERVICES,-117.8029,33.895287
19316,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.14123,32.92055
19317,USED CAR DEALERS,-117.09848,32.72105
19318,"HAIR, NAIL & SKIN CARE SERVICES",-117.1699,32.737312
19319,"GIFT, NOVELTY & SOUVENIR STORES",-117.25209,32.772057
19320,ADMINISTRATIVE & SUPPORT SERVICES,-117.1256,32.790627
19321,OTHER COMPUTER RELATED SERVICES,-117.04423,32.804543
19322,OTHER ACTIVITIES RELATED TO REAL ESTATE,-116.95401,32.568817
19323,GRAPHIC DESIGN SERVICES,-117.104034,32.755135
19324,OTHER PERSONAL CARE SERVICES,-117.148865,32.82438
19325,COMMERCIAL & INSTITUTIONAL BLDG CONSTRUCTION,-117.16547,32.884354
19326,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.221306,32.753323
19327,"PLUMBING, HEATING & AC CONTRACTOR",-117.728455,33.62664
19328,ELECTRICAL CONTRACTORS,-116.984436,32.654045
19329,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.133896,32.930702
19330,ENGINEERING SERVICES,-117.20632,32.793728
19331,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.09973,32.779865
19332,OTHER PERSONAL SERVICES,-117.02069,32.740993
19333,EXTERMINATING & PEST CONTROL SERVICES,-117.019745,32.70185
19334,MASSAGE THERAPY,-117.21596,32.752632
19335,FURNITURE & RELATED PRODUCT MFG,-117.046585,32.794422
19336,MASSAGE THERAPY,-117.099625,32.78966
19337,EDUCATIONAL SERVICES,-117.09601,32.822834
19338,"R&D IN PHYSICAL, ENGINEERING & LIFE SCIENCES",-117.10148,32.76051
19339,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.11711,32.90837
19340,BUSINESS TAX EXEMPT - SMALL FAMILY DAYCARE,-117.1853,32.821106
19341,"ROOFING, SIDING & SHEET METAL CONTRACTORS",-117.32089,33.221027
19342,OTHER AUTOMOTIVE MECHANICAL & ELECTRICAL R&M,-117.18672,32.965954
19343,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.11706,33.194084
19344,ELECTRICAL CONTRACTORS,-117.115486,32.719765
19345,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.15726,32.89917
19346,SPORTS & RECREATION INSTRUCTION,-117.121346,32.957157
19347,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.12031,32.830853
19348,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.015045,32.808205
19349,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.15252,32.83446
19350,OTHER SPECIAL TRADE CONTRACTORS,-117.112785,32.960846
19351,ADVERTISING & RELATED SERVICES,-117.214294,32.754124
19352,MISCELLANEOUS STORE RETAILERS,-117.1096,32.949986
19353,OTHER MISCELLANEOUS STORE RETAILERS,-117.16085,32.801945
19354,ALL OTHER GENERAL MERCHANDISE STORES,-117.07604,32.730125
19355,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.16968,32.72696
19356,SPECIAL FOOD SERVICES,-117.1371,32.764187
19357,CONSULTING SERVICES,-117.128624,32.70641
19358,OTHER MISCELLANEOUS STORE RETAILERS,-117.22382,32.718327
19359,ENGINEERING SERVICES,-117.03636,32.835136
19360,MANAGEMENT CONSULTING SERVICES,-117.18628,32.805706
19361,ARCHITECTURAL SERVICES,-117.11219,32.91383
19362,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.16991,32.73669
19363,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.07396,32.580555
19364,BUSINESS TAX EXEMPT - NON PROFIT,-117.11686,32.81646
19365,FULL-SERVICE RESTAURANTS,-117.25244,32.772045
19366,OFFICES OF DENTISTS,-117.154465,32.80706
19367,FULL-SERVICE RESTAURANTS,-117.13895,32.802696
19368,CONSULTING SERVICES,-117.168274,32.720985
19369,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.244354,33.14175
19370,FULL-SERVICE RESTAURANTS,-117.122734,32.89379
19371,OPTICAL GOODS STORES,-117.12073,32.895054
19372,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.23874,32.94504
19373,OFFICES OF LAWYERS,-117.237656,32.935688
19374,GENERAL MERCHANDISE STORES,-117.25239,32.799206
19375,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.09005,32.757423
19376,ALL OTH ELECTRICAL EQUIPMENT & COMPONENT MFG,-117.15111,32.892567
19377,BAKED GOODS STORES,-117.19509,32.767475
19378,MOBILE FOOD SERVICES,-117.09248,32.99287
19379,BUSINESS TAX EXEMPT,-117.056984,32.923965
19380,OTHER DIRECT SELLING ESTABLISHMENTS,-117.06188,33.15356
19381,"PLUMBING, HEATING & AC CONTRACTOR",-116.97106,32.858437
19382,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.11169,32.903107
19383,RADIO/TV BROADCAST & WIRELESS COMM EQUIP MFG,-117.12839,32.89695
19384,OFFICE SUPPLIES & STATIONERY STORES,-117.19059,32.89667
19385,FULL-SERVICE RESTAURANTS,-117.256615,32.79631
19386,LEGAL SERVICES,-117.080864,33.020348
19387,COMPUTER SYSTEMS DESIGN SERVICES,-117.119865,32.763348
19388,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.12444,32.837517
19389,FULL-SERVICE RESTAURANTS,-117.152695,32.812916
19390,ALL OTH MISC AMBULATORY HEALTH CARE SERVICES,-117.08851,32.94444
19391,ALL OTHER SPECIAL TRADE CONTRACTORS,-118.12401,33.991947
19392,INDUSTRIAL PROCESS CONTROL MFG,-117.05752,33.12171
19393,ROOMING & BOARDING HOUSES,-117.218925,32.869614
19394,LESSORS OF NONRES BLDG (EXC MINIWAREHOUSE),-117.19603,32.890728
19395,CUSTOM COMPUTER PROGRAMMING SERVICES,-117.19603,32.890728
19396,FULL-SERVICE RESTAURANTS,-117.24407,32.79908
19397,ALL OTHER PERSONAL SERVICES,-117.16371,32.78133
19398,SNACK & NONALCOHOLIC BEVERAGE BARS,-117.19321,32.750988
19399,USED CAR DEALERS,-117.146324,32.75047
19400,SWAP MEET VENDOR,-117.08641,32.576492
19401,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.19842,32.75563
19402,ALL OTHER TRANSIT & GROUND PASSENGER TRANS,-117.08175,32.756355
19403,OFFICES OF DENTISTS,-117.21136,32.809242
19404,JEWELRY STORES,-117.1498,32.788437
19405,SPECIAL TRADE CONTRACTORS,-116.88465,32.9173
19406,BEAUTY SALONS,-117.21768,32.87174
19407,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.25504,32.792053
19408,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.19839,32.745163
19409,TRAVEL ARRANGEMENT & RESERVATION SERVICES,-117.2624,33.043385
19410,"HAIR, NAIL & SKIN CARE SERVICES",-117.213905,32.748886
19411,OFFICES OF DENTISTS,-117.17124,32.99001
19412,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.0543,33.064884
19413,DOCUMENT PREPARATION SERVICES,-117.05885,32.754528
19414,COMMERCIAL/INDUSTRIAL EQUIP RENTAL & LEASING,-117.12118,32.825424
19415,COMPUTER & ELECTRONIC PRODUCT MFG,-117.125114,32.897053
19416,BUSINESS TAX EXEMPT - NON PROFIT,-117.17212,32.84189
19417,RADIO & TELEVISION BROADCASTING,-117.20758,32.87552
19418,CONSULTING SERVICES,-117.13744,32.828415
19419,BARBER SHOPS,-117.19395,32.794567
19420,CONSTRUCTION,-116.921875,32.860195
19421,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-117.216286,32.75035
19422,ALL OTHER SPECIAL TRADE CONTRACTORS,-117.05584,32.70096
19423,OFFICES OF LAWYERS,-117.15668,32.77089
19424,ACTIVITIES RELATED TO REAL ESTATE,-117.253395,32.78626
19425,ELECTRICAL CONTRACTORS,-117.081474,32.7086
19426,OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE,-117.202705,32.880512
19427,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.11387,32.912678
19428,LEGAL SERVICES,-117.159706,32.71677
19429,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.15987,33.29901
19430,FURNITURE & HOME FURNISHING WHSLE,-117.219025,32.815254
19431,BUILDING INSPECTION SERVICES,-117.544205,33.859596
19432,GRAPHIC DESIGN SERVICES,-117.092125,33.002
19433,CHILD DAY CARE SERVICES,-117.05915,32.76495
19434,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.10195,32.823273
19435,MANAGEMENT CONSULTING SERVICES,-117.27964,33.081486
19436,CONSULTING SERVICES,-117.1416,33.01573
19437,OTHER PERSONAL CARE SERVICES,-117.13819,32.718346
19438,LEGAL SERVICES,-117.23744,32.93001
19439,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.15979,32.900154
19440,LANDSCAPING SERVICES,-117.12176,32.71956
19441,AUTOMOTIVE R&M,-117.23017,32.823635
19442,PHOTOGRAPHIC SERVICES,-117.13295,32.71793
19443,GROCERY STORES,-117.14,32.71685
19444,RETAIL BAKERIES,-117.08229,32.97755
19445,RETAIL BAKERIES,-117.20171,32.830776
19446,GROCERY STORES,-117.167946,32.789444
19447,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.24399,32.804054
19448,"INDEPENDENT ARTISTS, WRITERS & PERFORMERS",-117.02532,32.783905
19449,ADVERTISING & RELATED SERVICES,-117.25172,32.742077
19450,OTHER DIRECT SELLING ESTABLISHMENTS,-117.081116,33.035778
19451,SPORTS & RECREATION INSTRUCTION,-117.12539,32.721584
19452,MOBILE FOOD SERVICES,-117.23983,32.790005
19453,"BOOK, PERIODICAL & NEWSPAPER WHSLE",-117.25231,32.783726
19454,OTHER PERSONAL SERVICES,-117.12655,32.723618
19455,COMPUTER SYSTEMS DESIGN & RELATED SERVICES,-117.17599,32.81555
19456,BEAUTY SHOPS - BOOTH RENTAL,-117.14934,32.81788
19457,"ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES",-117.11305,33.010387
19458,NUDE ENTERTAINMENT BUSINESS,-117.148575,32.832764
19459,PHOTOGRAPHIC SERVICES,-117.167274,32.710556
19460,BEAUTY SHOPS - BOOTH RENTAL,-117.14027,32.71442
19461,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.2487,32.732586
19462,YOGA INSTRUCTOR,-117.16916,32.720432
19463,MASSAGE TECHNICIAN,-117.021355,32.80706
19464,BEAUTY SHOPS - BOOTH RENTAL,-117.12977,32.95588
19465,OTH TRANSIT & GROUND PASSENGER TRANSPORTATION,-117.14489,32.709568
19466,OTHER DIRECT SELLING ESTABLISHMENTS,-117.02874,32.68952
19467,INDIVIDUAL & FAMILY SERVICES,-117.251686,32.7974
19468,SCIENTIFIC R&D SERVICES,-117.031654,32.68443
19469,OTHER PERSONAL SERVICES,-117.12593,32.748478
19470,BEAUTY SALONS,-117.206116,32.82645
19471,OTHER ELECTRONIC & PRECISION EQUIPMENT R&M,-117.07176,32.76178
19472,OTHER DIRECT SELLING ESTABLISHMENTS,-117.13636,32.75966
19473,EDUCATIONAL SERVICES,-117.21643,32.749714
19474,OTHER SERVICES TO BUILDINGS & DWELLINGS,-117.09321,32.647167
19475,ALL OTHER PERSONAL SERVICES,-117.14902,32.746414
19476,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,-117.04061,32.804417
19477,LESSORS OF REAL ESTATE,-117.24551,32.751316
19478,CONSULTING SERVICES,-117.1964,32.746277
19479,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.82056,34.118797
19480,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.21319,32.894566
19481,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.206215,32.874195
19482,ELECTRONIC SHOPPING & MAIL-ORDER HOUSES,-117.24731,32.75415
19483,ENGINEERING SERVICES,-117.07318,32.98756
19484,OTHER FINANCIAL VEHICLES,-117.08151,33.021843
19485,MOBILE DETAILING,-117.122154,32.706066
19486,LANDSCAPING SERVICES,-117.03462,32.709103
19487,JANITORIAL SERVICES,-117.08333,32.754875
19488,CONSULTING SERVICES,-117.03185,32.792725
19489,OTHER SPECIALIZED DESIGN SERVICES,-117.24117,32.708508
19490,OTHER HOME FURNISHINGS STORES,-117.23908,32.71734
19491,INTERIOR DESIGN SERVICES,-117.22881,32.856
19492,BROADCASTING & TELECOMMUNICATIONS,-117.160164,32.827156
19493,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-116.78843,32.841995
19494,OTHER MISCELLANEOUS DURABLE GOODS WHSLE,-117.0841,32.75716
19495,FLOOR LAYING & OTHER FLOOR CONTRACTORS,-116.98969,32.83223
19496,SERVICES TO BUILDINGS & DWELLINGS,-116.94108,32.83917
19497,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.16212,32.87922
19498,TELEVISION BROADCASTING,-117.15337,32.8236
19499,ENGINEERING SERVICES,-117.14946,32.749218
19500,OTHER DIRECT SELLING ESTABLISHMENTS,-117.23609,32.815052
19501,OFFICES OF ALL OTH MISC HEALTH PRACTITIONERS,-117.2507,32.744198
19502,LESSORS OF REAL ESTATE,-117.04482,32.742523
19503,"BUILDING, DEVELOPING & GENERAL CONTRACTING",-117.25177,32.747284
19504,OFFICES OF DENTISTS,-117.20048,32.891575
19505,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.21674,32.73431
19506,TAXI SERVICE,-117.11429,32.752808
19507,RENTAL & LEASING SERVICES,-117.113144,32.91384
19508,MARKETING CONSULTING SERVICES,-117.13902,32.82024
19509,EDUCATIONAL SUPPORT SERVICES,-117.216156,32.851326
19510,EDUCATIONAL SUPPORT SERVICES,-117.11192,33.015095
19511,EDUCATIONAL SUPPORT SERVICES,-117.145164,32.912685
19512,ALL OTHER PERSONAL SERVICES,-117.183395,32.80852
19513,"ARCHITECTURAL, ENGINEERING & RELATED SERVICES",-117.06909,33.05227
19514,SPECIAL TRADE CONTRACTORS,-117.15818,32.918724
19515,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.15088,32.999615
19516,OTHER PERSONAL & HOUSEHOLD GOODS R&M,-117.07898,32.804466
19517,"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",-117.15733,32.800896
19518,OTHER ACTIVITIES RELATED TO REAL ESTATE,-117.139175,32.914967
19519,ENGINEERING SERVICES,-117.1469,32.89041
19520,OTHER GENERAL MERCHANDISE STORES,-117.20272,32.729378
19521,ADVERTISING & RELATED SERVICES,-117.123955,32.823677
19522,BLDG MATERIAL & GARDEN EQUIP & SUPP DEALERS,-116.64145,32.595676
19523,ACCOUNTING/TAX PREP/BOOKKEEP/PAYROLL SERVICES,-117.22243,32.849
19524,VETERINARY SERVICES,-117.111946,32.76328
19525,AUTOMOTIVE R&M,-117.09134,32.75493
19526,OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,-122.2658,37.80519
